id,totalNFTs,totalMinted,totalSold,totalTraded,floorPrice,salePrice,totalVolumeTraded,bestOffer,listed,owners,uniqueOwners,createdBy,createdOnMillisEpoch,updatedBy,updatedOnMillisEpoch,publicListingPrice
D5767BE3553A18F7,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886627821,,,0
CB5E72AC92DF234A,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886627842,,,0
F13EABCC37460BA7,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886627857,,,0
FC141B25EE028392,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886627870,,,0
ED14138509A8239F,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886627881,,,0
9E233A5E715306BA,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886627893,,,0
C7393CAA8A7B9E1B,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886627902,,,0
9C5AD612C9E7AD06,6,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886627913,,,0
CA30302AA6FBA66A,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886627967,,,0
F2F284F6B1CCC23B,5,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886627989,,,0
B28EC8F06FAA187D,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628004,,,0
EA87EB40613D6C35,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628017,,,0
C56B14A157237374,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628033,,,0
A8CB34259CE2C8D9,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628041,,,0
B3874B35CD47AF6A,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628052,,,0
D8946BAA025EDDF7,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628061,,,0
EECCA3ED4790EFDD,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628077,,,0
9456AA8AEB374D10,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628088,,,0
F61B566A9B14D3B0,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628097,,,0
B2F7FCAAEB7F5726,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628105,,,0
DE2778B69C2F35E2,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628117,,,0
8BFC0A3B6C7187AA,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628126,,,0
855482C8AF3A9DA5,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628135,,,0
AAA502C5E74DD825,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628143,,,0
97F66DFEE03639DA,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628155,,,0
D3741B6F3789AF87,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628163,,,0
EECEB06015B2497C,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628173,,,0
F857FF11AC69D555,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628181,,,0
CA355BAA3E9A8F7F,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628189,,,0
8400F4B3F10EA593,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628198,,,0
B53E4A6BB1A63CB3,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628208,,,0
95776F9A449DE3D0,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628222,,,0
D685ECFA9D9D7F68,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628233,,,0
8CE1A3D580FC7698,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628243,,,0
A2A137E1194CC5DA,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628265,,,0
89ECE8A4C8C6C9FF,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628273,,,0
B0C81DAEF15AC774,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628281,,,0
D1D96CBAD208B770,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628289,,,0
95BBB17D6AEF34F6,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628297,,,0
86CE40A57777AB1E,2,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628304,,,0
9E7FB3F8E5074292,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628312,,,0
B24D1E207DD27752,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628321,,,0
EE60BDFA830FDE03,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628328,,,0
D9F9EC2AF626DC7D,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628334,,,0
F4260CFA8F20C5A5,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628349,,,0
A597F463D981977F,5,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628356,,,0
99CFC313688CBA5A,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628364,,,0
85ADFBB65421DBA4,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628372,,,0
870919D8D7A22EDE,6,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628379,,,0
F9724ACEFF21CF20,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628340,mantlePlace,1675456378318,0
8FE652A3DF63B81F,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628388,,,0
8618B1E9EEB74A4F,4,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628406,,,0
B05761F84DAAC4FD,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628420,,,0
EDF98D9184468C22,6,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628428,,,0
FEC2219854368E68,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628435,,,0
B0701758962FF550,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628441,,,0
E9778B75099E8B1D,6,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628448,,,0
84D00FBA7106B2B0,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628454,,,0
AAF18B3088F496AB,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628481,,,0
B6FDC21C42847C0A,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628490,,,0
B9BBE9EF97D12A40,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628503,,,0
F475247C2C63A630,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628509,,,0
E9C48A9408081DC2,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628517,,,0
EAC4F13E68D1EA09,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628528,,,0
FE1FF30A568D2C74,76,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628580,,,0
C36A177D1BC7C250,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628589,,,0
BCFF012F1B7CC519,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628596,,,0
CD50084D54ABB5F2,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628605,,,0
EC4E5DDB30575D54,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628613,,,0
CE00A0E8D9FFE8C4,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628623,,,0
D04EC71774D677EE,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628629,,,0
DAAC3FA9432029C9,2,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628635,,,0
E377A9DD0580F1DC,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628642,,,0
AAAE375E9C85F503,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628648,,,0
EEDBECAC8492E6B1,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628655,,,0
9F594E4967A5AEFE,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628663,,,0
DD384CF9AA4997D8,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628671,,,0
9525332FE2416CF0,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628679,,,0
B42B58709D4FCE1F,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628685,,,0
8688E4A0D05D409C,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628694,,,0
F101E61FDF1015A0,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628700,,,0
B41921E68E9AA4AF,2,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628708,,,0
81F3D47D184AD744,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628716,,,0
D6FC6EC422AA50F6,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628723,,,0
C563366474C5AB72,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628731,,,0
E9066C9718CF8399,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628738,,,0
BB4440A2D89F5A1F,6,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628750,,,0
BDCF1E3C71BA3360,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628758,,,0
9EBEB945FA6B0B36,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628765,,,0
CD7915445C5E6BFD,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628776,,,0
951C5ED56B7ADC9B,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628784,,,0
E13FE9EF231503AB,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628792,,,0
ED9C13968885AF69,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628800,,,0
B94A2CD1A86E7489,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628808,,,0
935926BEE75C6D9B,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628815,,,0
D8EA2CA90106C50C,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628823,,,0
B7E383DC462F69EE,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628831,,,0
AACC9DF0E8CB51A0,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628839,,,0
DEEA08B25834F807,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628849,,,0
B12DC73F2C4B46E3,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628860,,,0
EF6074B1C3A778A8,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628867,,,0
D28594B908E1C0C8,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628876,,,0
E6937503A46021A3,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628883,,,0
F124BE768F0B6DD5,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628891,,,0
BD1E587894AC0FF3,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628899,,,0
E2DA658BD4AF9AC8,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628907,,,0
9EE1115C0BF094EE,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628922,,,0
DE7DFC1F9CCB8450,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628929,,,0
B5A67F2A48FE1863,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628936,,,0
82F054FB3BA8063C,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628944,,,0
E0120CFB82DF0689,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628951,,,0
D3A296A90DA1571B,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628958,,,0
AE30C4659934B4EC,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628965,,,0
E10D34E2632FF400,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628971,,,0
AC279D7E65BFC728,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628977,,,0
BD10B2B2FA48877B,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628983,,,0
CC8C461D5D721EED,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628992,,,0
A8D639DD0B6BA56A,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886628998,,,0
E507E0A8DBEC7C7C,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629004,,,0
D96DE1E3D1792A2C,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629011,,,0
B8C882B4C1BB9D7B,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629018,,,0
8FEB041131B5F758,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629029,,,0
FD1815AAA6D4C14D,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629037,,,0
8D6EBDCAC57F5C4F,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629044,,,0
AEB22CA74AB7FAB0,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629050,,,0
F9AD603298111361,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629057,,,0
C19033FCB0D9FF69,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629064,,,0
F222DF1EE2359105,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629071,,,0
F3CA427B25045FB6,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629080,,,0
C4732F28E4925EE6,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629089,,,0
BBD14C88561F57D3,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629098,,,0
B99F342B6FB7883A,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629104,,,0
D05290F2896466DC,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629112,,,0
E231E309003038B5,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629119,,,0
F66D1606B9E57FE2,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629125,,,0
CEBF009A4D69003B,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629173,,,0
B96342134B00DA60,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629180,,,0
D32DE62EA002266C,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629189,,,0
C53B6C7D4C97277D,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629197,,,0
ADC08DAF065D0210,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629208,,,0
E609F81485D1B225,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629216,,,0
C9D818D478885E56,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629224,,,0
96BAC2318760ACCC,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629231,,,0
E7ABC978D29644A5,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629241,,,0
AD9C307B6C61E090,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629250,,,0
8BB99E56C900B0E3,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629259,,,0
A564E966872C2739,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629266,,,0
FAEE7299892F3F63,2,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629273,,,0
FC311EBF563AE7A9,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629279,,,0
9D42B9D53C08BB53,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629285,,,0
B41D8BC23AC7ECC0,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629292,,,0
F573BB0B124A51AB,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629298,,,0
A25741220F12A522,2,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629304,,,0
A55F5C9EE567C6B3,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629313,,,0
9A2D5402F46E84CC,5,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629320,,,0
D67BAC33C507B694,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629328,,,0
D2B8944FFFCA98D7,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629335,,,0
D1B3E713AC1F0CDE,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629341,,,0
D91465F6947D84C5,3,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629347,,,0
CB762CDB6B95E676,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629354,,,0
8A92521DF84DE20E,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629360,,,0
E9AF2C1D70DE085E,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629365,,,0
A86703C7ABA6970B,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629372,,,0
FFE2E5EE20C9CEB5,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629378,,,0
F9CBFBD4A2442617,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629385,,,0
AF4C28D4A1369776,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629391,,,0
B81EBCBF037914D0,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629399,,,0
F8135DD2D554F1E2,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629407,,,0
FDF24FE1C0F362AC,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629414,,,0
81654D6A6FE78E3D,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629423,,,0
82EEB093D16476E0,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629430,,,0
B6247915E60FD28A,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629439,,,0
FC8117B2705423E4,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629447,,,0
DDEA7FCDFC1C7CB6,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629454,,,0
8C936E359444E480,2,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629460,,,0
9F185E0C045F1349,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629466,,,0
976AD3DB1A06E6A7,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629474,,,0
E2BEF4184304DDF7,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629481,,,0
ACA21518E6A17160,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629488,,,0
E7E29BBDB98B59C3,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629496,,,0
93C73497E0B913A9,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629504,,,0
FDA5E9ACCBA09AB0,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629512,,,0
C7D39DB9DB473915,1,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629520,,,0
DC7E7CAB7D843D87,0,0,0,0,0,0,0,0,0,0,0,mantlePlace,1671886629527,,,0
